OrderID,accm_txn_create_time,accm_txn_complete_time,txn_process_time_hours
O10774,04:13.0,NULL,NULL
O10775,04:13.0,NULL,NULL
O10776,04:13.0,NULL,NULL
O10777,04:13.0,NULL,NULL
O10778,04:13.0,NULL,NULL
O10779,04:13.0,NULL,NULL
O10780,04:13.0,NULL,NULL
O10781,04:13.0,NULL,NULL
O10782,04:13.0,NULL,NULL
O10783,04:13.0,NULL,NULL
O10784,04:13.0,NULL,NULL
O10785,04:13.0,NULL,NULL
O10786,04:13.0,NULL,NULL
O10787,04:13.0,NULL,NULL
O10788,04:13.0,NULL,NULL
O10789,04:13.0,NULL,NULL
O10790,04:13.0,NULL,NULL
O10791,04:13.0,NULL,NULL
O10792,04:13.0,NULL,NULL
O10793,04:13.0,NULL,NULL
O10794,04:13.0,NULL,NULL
O10795,04:13.0,NULL,NULL
O10796,04:13.0,NULL,NULL
O10797,04:13.0,NULL,NULL
O10798,04:13.0,NULL,NULL
O10799,04:13.0,NULL,NULL
O10800,04:13.0,NULL,NULL
O10801,04:13.0,NULL,NULL
O10802,04:13.0,NULL,NULL
O10803,04:13.0,NULL,NULL
O10804,04:13.0,NULL,NULL
O10805,04:13.0,NULL,NULL
O10806,04:13.0,NULL,NULL
O10807,04:13.0,NULL,NULL
O10808,04:13.0,NULL,NULL
O10809,04:13.0,NULL,NULL
O10810,04:13.0,NULL,NULL
O10811,04:13.0,NULL,NULL
O10812,04:13.0,NULL,NULL
O10813,04:13.0,NULL,NULL
O10814,04:13.0,NULL,NULL
O10815,04:13.0,NULL,NULL
O10816,04:13.0,NULL,NULL
O10817,04:13.0,NULL,NULL
O10818,04:13.0,NULL,NULL
O10819,04:13.0,NULL,NULL
O10820,04:13.0,NULL,NULL
O10821,04:13.0,NULL,NULL
O10822,04:13.0,NULL,NULL
O10823,04:13.0,NULL,NULL
O10824,04:13.0,NULL,NULL
O10825,04:13.0,NULL,NULL
O10826,04:13.0,NULL,NULL
O10827,04:13.0,NULL,NULL
O10828,04:13.0,NULL,NULL
O10829,04:13.0,NULL,NULL
O10830,04:13.0,NULL,NULL
O10831,04:13.0,NULL,NULL
O10832,04:13.0,NULL,NULL
O10833,04:13.0,NULL,NULL
O10834,04:13.0,NULL,NULL
O10835,04:13.0,NULL,NULL
O10836,04:13.0,NULL,NULL
O10837,04:13.0,NULL,NULL
O10838,04:13.0,NULL,NULL
O10839,04:13.0,NULL,NULL
O10840,04:13.0,NULL,NULL
O10841,04:13.0,NULL,NULL
O10842,04:13.0,NULL,NULL
O10843,04:13.0,NULL,NULL
O10844,04:13.0,NULL,NULL
O10845,04:13.0,NULL,NULL
O10846,04:13.0,NULL,NULL
O10847,04:13.0,NULL,NULL
O10848,04:13.0,NULL,NULL
O10849,04:13.0,NULL,NULL
O10850,04:13.0,NULL,NULL
O10851,04:13.0,NULL,NULL
O10852,04:13.0,NULL,NULL
O10853,04:13.0,NULL,NULL
O10854,04:13.0,NULL,NULL
O10855,04:13.0,NULL,NULL
O10856,04:13.0,NULL,NULL
O10857,04:13.0,NULL,NULL
O10858,04:13.0,NULL,NULL
O10859,04:13.0,NULL,NULL
O10860,04:13.0,NULL,NULL
O10861,04:13.0,NULL,NULL
O10862,04:13.0,NULL,NULL
O10863,04:13.0,NULL,NULL
O10864,04:13.0,NULL,NULL
O10865,04:13.0,NULL,NULL
O10866,04:13.0,NULL,NULL
O10867,04:13.0,NULL,NULL
O10868,04:13.0,NULL,NULL
O10869,04:13.0,NULL,NULL
O10870,04:13.0,NULL,NULL
O10871,04:13.0,NULL,NULL
O10872,04:13.0,NULL,NULL
O10873,04:13.0,NULL,NULL
O10874,04:13.0,NULL,NULL
O10875,04:13.0,NULL,NULL
O10876,04:13.0,NULL,NULL
O10877,04:13.0,NULL,NULL
O10878,04:13.0,NULL,NULL
O10879,04:13.0,NULL,NULL
O10880,04:13.0,NULL,NULL
O10881,04:13.0,NULL,NULL
O10882,04:13.0,NULL,NULL
O10883,04:13.0,NULL,NULL
O10884,04:13.0,NULL,NULL
O10885,04:13.0,NULL,NULL
O10886,04:13.0,NULL,NULL
O10887,04:13.0,NULL,NULL
O10888,04:13.0,NULL,NULL
O10889,04:13.0,NULL,NULL
O10890,04:13.0,NULL,NULL
O10891,04:13.0,NULL,NULL
O10892,04:13.0,NULL,NULL
O10893,04:13.0,NULL,NULL
O10894,04:13.0,NULL,NULL
O10895,04:13.0,NULL,NULL
O10896,04:13.0,NULL,NULL
O10897,04:13.0,NULL,NULL
O10898,04:13.0,NULL,NULL
O10899,04:13.0,NULL,NULL
O10900,04:13.0,NULL,NULL
O10901,04:13.0,NULL,NULL
O10902,04:13.0,NULL,NULL
O10903,04:13.0,NULL,NULL
O10904,04:13.0,NULL,NULL
O10905,04:13.0,NULL,NULL
O10906,04:13.0,NULL,NULL
O10907,04:13.0,NULL,NULL
O10908,04:13.0,NULL,NULL
O10909,04:13.0,NULL,NULL
O10910,04:13.0,NULL,NULL
O10911,04:13.0,NULL,NULL
O10912,04:13.0,NULL,NULL
O10913,04:13.0,NULL,NULL
O10914,04:13.0,NULL,NULL
O10915,04:13.0,NULL,NULL
O10916,04:13.0,NULL,NULL
O10917,04:13.0,NULL,NULL
O10918,04:13.0,NULL,NULL
O10919,04:13.0,NULL,NULL
O10920,04:13.0,NULL,NULL
O10921,04:13.0,NULL,NULL
O10922,04:13.0,NULL,NULL
O10923,04:13.0,NULL,NULL
O10924,04:13.0,NULL,NULL
O10925,04:13.0,NULL,NULL
O10926,04:13.0,NULL,NULL
O10927,04:13.0,NULL,NULL
O10928,04:13.0,NULL,NULL
O10929,04:13.0,NULL,NULL
O10930,04:13.0,NULL,NULL
O10931,04:13.0,NULL,NULL
O10932,04:13.0,NULL,NULL
O10933,04:13.0,NULL,NULL
O10934,04:13.0,NULL,NULL
O10935,04:13.0,NULL,NULL
O10936,04:13.0,NULL,NULL
O10937,04:13.0,NULL,NULL
O10938,04:13.0,NULL,NULL
O10939,04:13.0,NULL,NULL
O10940,04:13.0,NULL,NULL
O10941,04:13.0,NULL,NULL
O10942,04:13.0,NULL,NULL
O10943,04:13.0,NULL,NULL
O10944,04:13.0,NULL,NULL
O10945,04:13.0,NULL,NULL
O10946,04:13.0,NULL,NULL
O10947,04:13.0,NULL,NULL
O10948,04:13.0,NULL,NULL
O10949,04:13.0,NULL,NULL
O10950,04:13.0,NULL,NULL
O10951,04:13.0,NULL,NULL
O10952,04:13.0,NULL,NULL
O10953,04:13.0,NULL,NULL
O10954,04:13.0,NULL,NULL
O10955,04:13.0,NULL,NULL
O10956,04:13.0,NULL,NULL
O10957,04:13.0,NULL,NULL
O10958,04:13.0,NULL,NULL
O10959,04:13.0,NULL,NULL
O10960,04:13.0,NULL,NULL
O10961,04:13.0,NULL,NULL
O10962,04:13.0,NULL,NULL
O10963,04:13.0,NULL,NULL
O10964,04:13.0,NULL,NULL
O10965,04:13.0,NULL,NULL
O10966,04:13.0,NULL,NULL
O10967,04:13.0,NULL,NULL
O10968,04:13.0,NULL,NULL
O10969,04:13.0,NULL,NULL
O10970,04:13.0,NULL,NULL
O10971,04:13.0,NULL,NULL
O10972,04:13.0,NULL,NULL
O10973,04:13.0,NULL,NULL
O10974,04:13.0,NULL,NULL
O10975,04:13.0,NULL,NULL
O10976,04:13.0,NULL,NULL
O10977,04:13.0,NULL,NULL
O10978,04:13.0,NULL,NULL
O10979,04:13.0,NULL,NULL
O10980,04:13.0,NULL,NULL
O10981,04:13.0,NULL,NULL
O10982,04:13.0,NULL,NULL
O10983,04:13.0,NULL,NULL
O10984,04:13.0,NULL,NULL
O10985,04:13.0,NULL,NULL
O10986,04:13.0,NULL,NULL
O10987,04:13.0,NULL,NULL
O10988,04:13.0,NULL,NULL
O10989,04:13.0,NULL,NULL
O10990,04:13.0,NULL,NULL
O10991,04:13.0,NULL,NULL
O10992,04:13.0,NULL,NULL
O10993,04:13.0,NULL,NULL
O10994,04:13.0,NULL,NULL
O10995,04:13.0,NULL,NULL
O10996,04:13.0,NULL,NULL
O10997,04:13.0,NULL,NULL
O10998,04:13.0,NULL,NULL
O10999,04:13.0,NULL,NULL
O5000,04:13.0,NULL,NULL
O5001,04:13.0,NULL,NULL
O5002,04:13.0,NULL,NULL
O5003,04:13.0,NULL,NULL
O5004,04:13.0,NULL,NULL
O5005,04:13.0,NULL,NULL
O5006,04:13.0,NULL,NULL
O5007,04:13.0,NULL,NULL
O5008,04:13.0,NULL,NULL
O5009,04:13.0,NULL,NULL
O5010,04:13.0,NULL,NULL
O5011,04:13.0,NULL,NULL
O5012,04:13.0,NULL,NULL
O5013,04:13.0,NULL,NULL
O5014,04:13.0,NULL,NULL
O5015,04:13.0,NULL,NULL
O5016,04:13.0,NULL,NULL
O5017,04:13.0,NULL,NULL
O5018,04:13.0,NULL,NULL
O5019,04:13.0,NULL,NULL
O5020,04:13.0,NULL,NULL
O5021,04:13.0,NULL,NULL
O5022,04:13.0,NULL,NULL
O5023,04:13.0,NULL,NULL
O5024,04:13.0,NULL,NULL
O5025,04:13.0,NULL,NULL
O5026,04:13.0,NULL,NULL
O5027,04:13.0,NULL,NULL
O5028,04:13.0,NULL,NULL
O5029,04:13.0,NULL,NULL
O5030,04:13.0,NULL,NULL
O5031,04:13.0,NULL,NULL
O5032,04:13.0,NULL,NULL
O5033,04:13.0,NULL,NULL
O5034,04:13.0,NULL,NULL
O5035,04:13.0,NULL,NULL
O5036,04:13.0,NULL,NULL
O5037,04:13.0,NULL,NULL
O5038,04:13.0,NULL,NULL
O5039,04:13.0,NULL,NULL
O5040,04:13.0,NULL,NULL
O5041,04:13.0,NULL,NULL
O5042,04:13.0,NULL,NULL
O5043,04:13.0,NULL,NULL
O5044,04:13.0,NULL,NULL
O5045,04:13.0,NULL,NULL
O5046,04:13.0,NULL,NULL
O5047,04:13.0,NULL,NULL
O5048,04:13.0,NULL,NULL
O5049,04:13.0,NULL,NULL
O5050,04:13.0,NULL,NULL
O5051,04:13.0,NULL,NULL
O5052,04:13.0,NULL,NULL
O5053,04:13.0,NULL,NULL
O5054,04:13.0,NULL,NULL
O5055,04:13.0,NULL,NULL
O5056,04:13.0,NULL,NULL
O5057,04:13.0,NULL,NULL
O5058,04:13.0,NULL,NULL
O5059,04:13.0,NULL,NULL
O5060,04:13.0,NULL,NULL
O5061,04:13.0,NULL,NULL
O5062,04:13.0,NULL,NULL
O5063,04:13.0,NULL,NULL
O5064,04:13.0,NULL,NULL
O5065,04:13.0,NULL,NULL
O5066,04:13.0,NULL,NULL
O5067,04:13.0,NULL,NULL
O5068,04:13.0,NULL,NULL
O5069,04:13.0,NULL,NULL
O5070,04:13.0,NULL,NULL
O5071,04:13.0,NULL,NULL
O5072,04:13.0,NULL,NULL
O5073,04:13.0,NULL,NULL
O5074,04:13.0,NULL,NULL
O5075,04:13.0,NULL,NULL
O5076,04:13.0,NULL,NULL
O5077,04:13.0,NULL,NULL
O5078,04:13.0,NULL,NULL
O5079,04:13.0,NULL,NULL
O5080,04:13.0,NULL,NULL
O5081,04:13.0,NULL,NULL
O5082,04:13.0,NULL,NULL
O5083,04:13.0,NULL,NULL
O5084,04:13.0,NULL,NULL
O5085,04:13.0,NULL,NULL
O5086,04:13.0,NULL,NULL
O5087,04:13.0,NULL,NULL
O5088,04:13.0,NULL,NULL
O5089,04:13.0,NULL,NULL
O5090,04:13.0,NULL,NULL
O5091,04:13.0,NULL,NULL
O5092,04:13.0,NULL,NULL
O5093,04:13.0,NULL,NULL
O5094,04:13.0,NULL,NULL
O5095,04:13.0,NULL,NULL
O5096,04:13.0,NULL,NULL
O5097,04:13.0,NULL,NULL
O5098,04:13.0,NULL,NULL
O5099,04:13.0,NULL,NULL
O5100,04:13.0,NULL,NULL
O5101,04:13.0,NULL,NULL
O5102,04:13.0,NULL,NULL
O5103,04:13.0,NULL,NULL
O5104,04:13.0,NULL,NULL
O5105,04:13.0,NULL,NULL
O5106,04:13.0,NULL,NULL
O5107,04:13.0,NULL,NULL
O5108,04:13.0,NULL,NULL
O5109,04:13.0,NULL,NULL
O5110,04:13.0,NULL,NULL
O5111,04:13.0,NULL,NULL
O5112,04:13.0,NULL,NULL
O5113,04:13.0,NULL,NULL
O5114,04:13.0,NULL,NULL
O5115,04:13.0,NULL,NULL
O5116,04:13.0,NULL,NULL
O5117,04:13.0,NULL,NULL
O5118,04:13.0,NULL,NULL
O5119,04:13.0,NULL,NULL
O5120,04:13.0,NULL,NULL
O5121,04:13.0,NULL,NULL
O5122,04:13.0,NULL,NULL
O5123,04:13.0,NULL,NULL
O5124,04:13.0,NULL,NULL
O5125,04:13.0,NULL,NULL
O5126,04:13.0,NULL,NULL
O5127,04:13.0,NULL,NULL
O5128,04:13.0,NULL,NULL
O5129,04:13.0,NULL,NULL
O5130,04:13.0,NULL,NULL
O5131,04:13.0,NULL,NULL
O5132,04:13.0,NULL,NULL
O5133,04:13.0,NULL,NULL
O5134,04:13.0,NULL,NULL
O5135,04:13.0,NULL,NULL
O5136,04:13.0,NULL,NULL
O5137,04:13.0,NULL,NULL
O5138,04:13.0,NULL,NULL
O5139,04:13.0,NULL,NULL
O5140,04:13.0,NULL,NULL
O5141,04:13.0,NULL,NULL
O5142,04:13.0,NULL,NULL
O5143,04:13.0,NULL,NULL
O5144,04:13.0,NULL,NULL
O5145,04:13.0,NULL,NULL
O5146,04:13.0,NULL,NULL
O5147,04:13.0,NULL,NULL
O5148,04:13.0,NULL,NULL
O5149,04:13.0,NULL,NULL
O5150,04:13.0,NULL,NULL
O5151,04:13.0,NULL,NULL
O5152,04:13.0,NULL,NULL
O5153,04:13.0,NULL,NULL
O5154,04:13.0,NULL,NULL
O5155,04:13.0,NULL,NULL
O5156,04:13.0,NULL,NULL
O5157,04:13.0,NULL,NULL
O5158,04:13.0,NULL,NULL
O5159,04:13.0,NULL,NULL
O5160,04:13.0,NULL,NULL
O5161,04:13.0,NULL,NULL
O5162,04:13.0,NULL,NULL
O5163,04:13.0,NULL,NULL
O5164,04:13.0,NULL,NULL
O5165,04:13.0,NULL,NULL
O5166,04:13.0,NULL,NULL
O5167,04:13.0,NULL,NULL
O5168,04:13.0,NULL,NULL
O5169,04:13.0,NULL,NULL
O5170,04:13.0,NULL,NULL
O5171,04:13.0,NULL,NULL
O5172,04:13.0,NULL,NULL
O5173,04:13.0,NULL,NULL
O5174,04:13.0,NULL,NULL
O5175,04:13.0,NULL,NULL
O5176,04:13.0,NULL,NULL
O5177,04:13.0,NULL,NULL
O5178,04:13.0,NULL,NULL
O5179,04:13.0,NULL,NULL
O5180,04:13.0,NULL,NULL
O5181,04:13.0,NULL,NULL
O5182,04:13.0,NULL,NULL
O5183,04:13.0,NULL,NULL
O5184,04:13.0,NULL,NULL
O5185,04:13.0,NULL,NULL
O5186,04:13.0,NULL,NULL
O5187,04:13.0,NULL,NULL
O5188,04:13.0,NULL,NULL
O5189,04:13.0,NULL,NULL
O5190,04:13.0,NULL,NULL
O5191,04:13.0,NULL,NULL
O5192,04:13.0,NULL,NULL
O5193,04:13.0,NULL,NULL
O5194,04:13.0,NULL,NULL
O5195,04:13.0,NULL,NULL
O5196,04:13.0,NULL,NULL
O5197,04:13.0,NULL,NULL
O5198,04:13.0,NULL,NULL
O5199,04:13.0,NULL,NULL
O5200,04:13.0,NULL,NULL
O5201,04:13.0,NULL,NULL
O5202,04:13.0,NULL,NULL
O5203,04:13.0,NULL,NULL
O5204,04:13.0,NULL,NULL
O5205,04:13.0,NULL,NULL
O5206,04:13.0,NULL,NULL
O5207,04:13.0,NULL,NULL
O5208,04:13.0,NULL,NULL
O5209,04:13.0,NULL,NULL
O5210,04:13.0,NULL,NULL
O5211,04:13.0,NULL,NULL
O5212,04:13.0,NULL,NULL
O5213,04:13.0,NULL,NULL
O5214,04:13.0,NULL,NULL
O5215,04:13.0,NULL,NULL
O5216,04:13.0,NULL,NULL
O5217,04:13.0,NULL,NULL
O5218,04:13.0,NULL,NULL
O5219,04:13.0,NULL,NULL
O5220,04:13.0,NULL,NULL
O5221,04:13.0,NULL,NULL
O5222,04:13.0,NULL,NULL
O5223,04:13.0,NULL,NULL
O5224,04:13.0,NULL,NULL
O5225,04:13.0,NULL,NULL
O5226,04:13.0,NULL,NULL
O5227,04:13.0,NULL,NULL
O5228,04:13.0,NULL,NULL
O5229,04:13.0,NULL,NULL
O5230,04:13.0,NULL,NULL
O5231,04:13.0,NULL,NULL
O5232,04:13.0,NULL,NULL
O5233,04:13.0,NULL,NULL
O5234,04:13.0,NULL,NULL
O5235,04:13.0,NULL,NULL
O5236,04:13.0,NULL,NULL
O5237,04:13.0,NULL,NULL
O5238,04:13.0,NULL,NULL
O5239,04:13.0,NULL,NULL
O5240,04:13.0,NULL,NULL
O5241,04:13.0,NULL,NULL
O5242,04:13.0,NULL,NULL
O5243,04:13.0,NULL,NULL
O5244,04:13.0,NULL,NULL
O5245,04:13.0,NULL,NULL
O5246,04:13.0,NULL,NULL
O5247,04:13.0,NULL,NULL
O5248,04:13.0,NULL,NULL
O5249,04:13.0,NULL,NULL
O5250,04:13.0,NULL,NULL
O5251,04:13.0,NULL,NULL
O5252,04:13.0,NULL,NULL
O5253,04:13.0,NULL,NULL
O5254,04:13.0,NULL,NULL
O5255,04:13.0,NULL,NULL
O5256,04:13.0,NULL,NULL
O5257,04:13.0,NULL,NULL
O5258,04:13.0,NULL,NULL
O5259,04:13.0,NULL,NULL
O5260,04:13.0,NULL,NULL
O5261,04:13.0,NULL,NULL
O5262,04:13.0,NULL,NULL
O5263,04:13.0,NULL,NULL
O5264,04:13.0,NULL,NULL
O5265,04:13.0,NULL,NULL
O5266,04:13.0,NULL,NULL
O5267,04:13.0,NULL,NULL
O5268,04:13.0,NULL,NULL
O5269,04:13.0,NULL,NULL
O5270,04:13.0,NULL,NULL
O5271,04:13.0,NULL,NULL
O5272,04:13.0,NULL,NULL
O5273,04:13.0,NULL,NULL
O5274,04:13.0,NULL,NULL
O5275,04:13.0,NULL,NULL
O5276,04:13.0,NULL,NULL
O5277,04:13.0,NULL,NULL
O5278,04:13.0,NULL,NULL
O5279,04:13.0,NULL,NULL
O5280,04:13.0,NULL,NULL
O5281,04:13.0,NULL,NULL
O5282,04:13.0,NULL,NULL
O5283,04:13.0,NULL,NULL
O5284,04:13.0,NULL,NULL
O5285,04:13.0,NULL,NULL
O5286,04:13.0,NULL,NULL
O5287,04:13.0,NULL,NULL
O5288,04:13.0,NULL,NULL
O5289,04:13.0,NULL,NULL
O5290,04:13.0,NULL,NULL
O5291,04:13.0,NULL,NULL
O5292,04:13.0,NULL,NULL
O5293,04:13.0,NULL,NULL
O5294,04:13.0,NULL,NULL
O5295,04:13.0,NULL,NULL
O5296,04:13.0,NULL,NULL
O5297,04:13.0,NULL,NULL
O5298,04:13.0,NULL,NULL
O5299,04:13.0,NULL,NULL
O5300,04:13.0,NULL,NULL
O5301,04:13.0,NULL,NULL
O5302,04:13.0,NULL,NULL
O5303,04:13.0,NULL,NULL
O5304,04:13.0,NULL,NULL
O5305,04:13.0,NULL,NULL
O5306,04:13.0,NULL,NULL
O5307,04:13.0,NULL,NULL
O5308,04:13.0,NULL,NULL
O5309,04:13.0,NULL,NULL
O5310,04:13.0,NULL,NULL
O5311,04:13.0,NULL,NULL
O5312,04:13.0,NULL,NULL
O5313,04:13.0,NULL,NULL
O5314,04:13.0,NULL,NULL
O5315,04:13.0,NULL,NULL
O5316,04:13.0,NULL,NULL
O5317,04:13.0,NULL,NULL
O5318,04:13.0,NULL,NULL
O5319,04:13.0,NULL,NULL
O5320,04:13.0,NULL,NULL
O5321,04:13.0,NULL,NULL
O5322,04:13.0,NULL,NULL
O5323,04:13.0,NULL,NULL
O5324,04:13.0,NULL,NULL
O5325,04:13.0,NULL,NULL
O5326,04:13.0,NULL,NULL
O5327,04:13.0,NULL,NULL
O5328,04:13.0,NULL,NULL
O5329,04:13.0,NULL,NULL
O5330,04:13.0,NULL,NULL
O5331,04:13.0,NULL,NULL
O5332,04:13.0,NULL,NULL
O5333,04:13.0,NULL,NULL
O5334,04:13.0,NULL,NULL
O5335,04:13.0,NULL,NULL
O5336,04:13.0,NULL,NULL
O5337,04:13.0,NULL,NULL
O5338,04:13.0,NULL,NULL
O5339,04:13.0,NULL,NULL
O5340,04:13.0,NULL,NULL
O5341,04:13.0,NULL,NULL
O5342,04:13.0,NULL,NULL
O5343,04:13.0,NULL,NULL
O5344,04:13.0,NULL,NULL
O5345,04:13.0,NULL,NULL
O5346,04:13.0,NULL,NULL
O5347,04:13.0,NULL,NULL
O5348,04:13.0,NULL,NULL
O5349,04:13.0,NULL,NULL
O5350,04:13.0,NULL,NULL
O5351,04:13.0,NULL,NULL
O5352,04:13.0,NULL,NULL
O5353,04:13.0,NULL,NULL
O5354,04:13.0,NULL,NULL
O5355,04:13.0,NULL,NULL
O5356,04:13.0,NULL,NULL
O5357,04:13.0,NULL,NULL
O5358,04:13.0,NULL,NULL
O5359,04:13.0,NULL,NULL
O5360,04:13.0,NULL,NULL
O5361,04:13.0,NULL,NULL
O5362,04:13.0,NULL,NULL
O5363,04:13.0,NULL,NULL
O5364,04:13.0,NULL,NULL
O5365,04:13.0,NULL,NULL
O5366,04:13.0,NULL,NULL
O5367,04:13.0,NULL,NULL
O5368,04:13.0,NULL,NULL
O5369,04:13.0,NULL,NULL
O5370,04:13.0,NULL,NULL
O5371,04:13.0,NULL,NULL
O5372,04:13.0,NULL,NULL
O5373,04:13.0,NULL,NULL
O5374,04:13.0,NULL,NULL
O5375,04:13.0,NULL,NULL
O5376,04:13.0,NULL,NULL
O5377,04:13.0,NULL,NULL
O5378,04:13.0,NULL,NULL
O5379,04:13.0,NULL,NULL
O5380,04:13.0,NULL,NULL
O5381,04:13.0,NULL,NULL
O5382,04:13.0,NULL,NULL
O5383,04:13.0,NULL,NULL
O5384,04:13.0,NULL,NULL
O5385,04:13.0,NULL,NULL
O5386,04:13.0,NULL,NULL
O5387,04:13.0,NULL,NULL
O5388,04:13.0,NULL,NULL
O5389,04:13.0,NULL,NULL
O5390,04:13.0,NULL,NULL
O5391,04:13.0,NULL,NULL
O5392,04:13.0,NULL,NULL
O5393,04:13.0,NULL,NULL
O5394,04:13.0,NULL,NULL
O5395,04:13.0,NULL,NULL
O5396,04:13.0,NULL,NULL
O5397,04:13.0,NULL,NULL
O5398,04:13.0,NULL,NULL
O5399,04:13.0,NULL,NULL
O5400,04:13.0,NULL,NULL
O5401,04:13.0,NULL,NULL
O5402,04:13.0,NULL,NULL
O5403,04:13.0,NULL,NULL
O5404,04:13.0,NULL,NULL
O5405,04:13.0,NULL,NULL
O5406,04:13.0,NULL,NULL
O5407,04:13.0,NULL,NULL
O5408,04:13.0,NULL,NULL
O5409,04:13.0,NULL,NULL
O5410,04:13.0,NULL,NULL
O5411,04:13.0,NULL,NULL
O5412,04:13.0,NULL,NULL
O5413,04:13.0,NULL,NULL
O5414,04:13.0,NULL,NULL
O5415,04:13.0,NULL,NULL
O5416,04:13.0,NULL,NULL
O5417,04:13.0,NULL,NULL
O5418,04:13.0,NULL,NULL
O5419,04:13.0,NULL,NULL
O5420,04:13.0,NULL,NULL
O5421,04:13.0,NULL,NULL
O5422,04:13.0,NULL,NULL
O5423,04:13.0,NULL,NULL
O5424,04:13.0,NULL,NULL
O5425,04:13.0,NULL,NULL
O5426,04:13.0,NULL,NULL
O5427,04:13.0,NULL,NULL
O5428,04:13.0,NULL,NULL
O5429,04:13.0,NULL,NULL
O5430,04:13.0,NULL,NULL
O5431,04:13.0,NULL,NULL
O5432,04:13.0,NULL,NULL
O5433,04:13.0,NULL,NULL
O5434,04:13.0,NULL,NULL
O5435,04:13.0,NULL,NULL
O5436,04:13.0,NULL,NULL
O5437,04:13.0,NULL,NULL
O5438,04:13.0,NULL,NULL
O5439,04:13.0,NULL,NULL
O5440,04:13.0,NULL,NULL
O5441,04:13.0,NULL,NULL
O5442,04:13.0,NULL,NULL
O5443,04:13.0,NULL,NULL
O5444,04:13.0,NULL,NULL
O5445,04:13.0,NULL,NULL
O5446,04:13.0,NULL,NULL
O5447,04:13.0,NULL,NULL
O5448,04:13.0,NULL,NULL
O5449,04:13.0,NULL,NULL
O5450,04:13.0,NULL,NULL
O5451,04:13.0,NULL,NULL
O5452,04:13.0,NULL,NULL
O5453,04:13.0,NULL,NULL
O5454,04:13.0,NULL,NULL
O5455,04:13.0,NULL,NULL
O5456,04:13.0,NULL,NULL
O5457,04:13.0,NULL,NULL
O5458,04:13.0,NULL,NULL
O5459,04:13.0,NULL,NULL
O5460,04:13.0,NULL,NULL
O5461,04:13.0,NULL,NULL
O5462,04:13.0,NULL,NULL
O5463,04:13.0,NULL,NULL
O5464,04:13.0,NULL,NULL
O5465,04:13.0,NULL,NULL
O5466,04:13.0,NULL,NULL
O5467,04:13.0,NULL,NULL
O5468,04:13.0,NULL,NULL
O5469,04:13.0,NULL,NULL
O5470,04:13.0,NULL,NULL
O5471,04:13.0,NULL,NULL
O5472,04:13.0,NULL,NULL
O5473,04:13.0,NULL,NULL
O5474,04:13.0,NULL,NULL
O5475,04:13.0,NULL,NULL
O5476,04:13.0,NULL,NULL
O5477,04:13.0,NULL,NULL
O5478,04:13.0,NULL,NULL
O5479,04:13.0,NULL,NULL
O5480,04:13.0,NULL,NULL
O5481,04:13.0,NULL,NULL
O5482,04:13.0,NULL,NULL
O5483,04:13.0,NULL,NULL
O5484,04:13.0,NULL,NULL
O5485,04:13.0,NULL,NULL
O5486,04:13.0,NULL,NULL
O5487,04:13.0,NULL,NULL
O5488,04:13.0,NULL,NULL
O5489,04:13.0,NULL,NULL
O5490,04:13.0,NULL,NULL
O5491,04:13.0,NULL,NULL
O5492,04:13.0,NULL,NULL
O5493,04:13.0,NULL,NULL
O5494,04:13.0,NULL,NULL
O5495,04:13.0,NULL,NULL
O5496,04:13.0,NULL,NULL
O5497,04:13.0,NULL,NULL
O5498,04:13.0,NULL,NULL
O5499,04:13.0,NULL,NULL
O5500,04:13.0,NULL,NULL
O5501,04:13.0,NULL,NULL
O5502,04:13.0,NULL,NULL
O5503,04:13.0,NULL,NULL
O5504,04:13.0,NULL,NULL
O5505,04:13.0,NULL,NULL
O5506,04:13.0,NULL,NULL
O5507,04:13.0,NULL,NULL
O5508,04:13.0,NULL,NULL
O5509,04:13.0,NULL,NULL
O5510,04:13.0,NULL,NULL
O5511,04:13.0,NULL,NULL
O5512,04:13.0,NULL,NULL
O5513,04:13.0,NULL,NULL
O5514,04:13.0,NULL,NULL
O5515,04:13.0,NULL,NULL
O5516,04:13.0,NULL,NULL
O5517,04:13.0,NULL,NULL
O5518,04:13.0,NULL,NULL
O5519,04:13.0,NULL,NULL
O5520,04:13.0,NULL,NULL
O5521,04:13.0,NULL,NULL
O5522,04:13.0,NULL,NULL
O5523,04:13.0,NULL,NULL
O5524,04:13.0,NULL,NULL
O5525,04:13.0,NULL,NULL
O5526,04:13.0,NULL,NULL
O5527,04:13.0,NULL,NULL
O5528,04:13.0,NULL,NULL
O5529,04:13.0,NULL,NULL
O5530,04:13.0,NULL,NULL
O5531,04:13.0,NULL,NULL
O5532,04:13.0,NULL,NULL
O5533,04:13.0,NULL,NULL
O5534,04:13.0,NULL,NULL
O5535,04:13.0,NULL,NULL
O5536,04:13.0,NULL,NULL
O5537,04:13.0,NULL,NULL
O5538,04:13.0,NULL,NULL
O5539,04:13.0,NULL,NULL
O5540,04:13.0,NULL,NULL
O5541,04:13.0,NULL,NULL
O5542,04:13.0,NULL,NULL
O5543,04:13.0,NULL,NULL
O5544,04:13.0,NULL,NULL
O5545,04:13.0,NULL,NULL
O5546,04:13.0,NULL,NULL
O5547,04:13.0,NULL,NULL
O5548,04:13.0,NULL,NULL
